     1         1.312225  0.160097    0.75
     2         1.280327  0.208026    0.75
     3         2.185536  0.114719    3.75
     4         2.331385  0.103876    3.75
     5         1.726816  0.110963    0.75
     6         1.384071  0.113161    0.75
     7         2.490010  0.130557    3.75
